0.006,0.048,1.005,-0.006,0.048
0.005,0.048,1.005,-0.005,0.048
0.005,0.047,1.006,-0.005,0.047
0.004,0.046,1.005,-0.004,0.046
0.003,0.045,1.004,-0.003,0.044
0.002,0.044,1.004,-0.002,0.043
0.001,0.043,1.005,-0.001,0.043
0.001,0.042,1.006,-0.001,0.042
0.001,0.042,1.006,-0.001,0.041
0.002,0.041,1.005,-0.002,0.041
0.002,0.040,1.006,-0.002,0.040
0.001,0.039,1.006,-0.001,0.039
0.001,0.038,1.006,-0.001,0.038
-0.001,0.037,1.006,0.001,0.037
-0.001,0.038,1.005,0.001,0.038
-0.002,0.037,1.004,0.002,0.037
-0.003,0.038,1.004,0.003,0.038
-0.003,0.041,1.003,0.003,0.041
-0.003,0.045,1.003,0.003,0.045
-0.005,0.053,1.003,0.005,0.053
-0.007,0.059,1.003,0.007,0.058
-0.008,0.062,1.003,0.008,0.062
-0.008,0.062,1.003,0.008,0.062
-0.008,0.064,1.002,0.008,0.063
-0.008,0.064,1.002,0.008,0.064
-0.008,0.060,1.004,0.008,0.060
-0.006,0.059,1.006,0.006,0.059
-0.005,0.059,1.005,0.005,0.059
-0.003,0.060,1.004,0.003,0.060
-0.003,0.060,1.003,0.003,0.060
-0.001,0.062,1.003,0.001,0.062
0.001,0.059,1.003,-0.001,0.059
0.005,0.049,1.002,-0.005,0.049
0.006,0.039,1.003,-0.006,0.039
0.006,0.032,1.002,-0.006,0.032
0.006,0.024,1.001,-0.006,0.024
0.006,0.019,1.000,-0.006,0.019
0.004,0.014,1.002,-0.004,0.014
0.003,0.014,1.002,-0.003,0.014
0.004,0.016,1.004,-0.004,0.016
0.004,0.020,1.003,-0.004,0.020
0.006,0.024,1.005,-0.006,0.024
0.008,0.029,1.004,-0.008,0.029
0.009,0.033,1.004,-0.009,0.033
0.008,0.035,1.003,-0.008,0.035
0.007,0.035,1.004,-0.007,0.035
0.005,0.034,1.004,-0.005,0.034
0.001,0.031,1.003,-0.001,0.031
-0.003,0.028,1.004,0.003,0.027
-0.006,0.026,1.005,0.006,0.025
-0.006,0.026,1.005,0.006,0.026
-0.004,0.025,1.004,0.004,0.025
-0.002,0.026,1.004,0.002,0.026
-0.001,0.027,1.004,0.001,0.027
-0.002,0.027,1.005,0.002,0.027
-0.001,0.028,1.004,0.001,0.027
-0.001,0.028,1.004,0.001,0.028
0.000,0.029,1.005,-0.000,0.029
0.002,0.029,1.004,-0.002,0.029
0.005,0.029,1.005,-0.005,0.029
0.006,0.028,1.006,-0.006,0.028
0.009,0.026,1.006,-0.009,0.026
0.013,0.025,1.006,-0.013,0.025
0.018,0.027,1.006,-0.017,0.027
0.019,0.028,1.004,-0.019,0.028
0.018,0.030,1.006,-0.018,0.030
0.014,0.031,1.006,-0.013,0.031
0.007,0.033,1.007,-0.006,0.032
0.005,0.031,1.006,-0.005,0.031
0.004,0.030,1.005,-0.004,0.030
0.004,0.029,1.005,-0.004,0.029
0.003,0.030,1.006,-0.003,0.029
0.000,0.031,1.007,-0.000,0.030
-0.001,0.031,1.008,0.001,0.030
-0.002,0.031,1.007,0.002,0.031
-0.003,0.035,1.005,0.003,0.035
-0.004,0.036,1.005,0.004,0.036
-0.004,0.038,1.004,0.004,0.038
-0.006,0.038,1.004,0.006,0.038
-0.007,0.038,1.003,0.007,0.038
-0.008,0.037,1.004,0.008,0.037
-0.008,0.037,1.004,0.008,0.037
-0.010,0.037,1.003,0.010,0.037
-0.010,0.038,1.004,0.010,0.037
-0.010,0.036,1.004,0.010,0.036
-0.008,0.036,1.003,0.008,0.036
-0.005,0.036,1.004,0.005,0.036
-0.002,0.037,1.005,0.002,0.036
-0.001,0.039,1.005,0.001,0.039
-0.002,0.042,1.006,0.002,0.042
-0.006,0.045,1.007,0.005,0.045
-0.013,0.046,1.007,0.013,0.046
-0.018,0.048,1.006,0.018,0.048
-0.018,0.050,1.005,0.018,0.050
-0.016,0.054,1.005,0.016,0.054
-0.013,0.059,1.005,0.013,0.059
-0.011,0.063,1.004,0.011,0.063
-0.010,0.068,1.005,0.010,0.067
-0.012,0.070,1.004,0.012,0.070
-0.016,0.071,1.004,0.016,0.071
-0.020,0.068,1.003,0.020,0.068
-0.026,0.060,1.005,0.025,0.060
-0.028,0.055,1.005,0.028,0.054
-0.026,0.050,1.007,0.026,0.050
-0.024,0.048,1.006,0.024,0.048
-0.019,0.046,1.006,0.019,0.046
-0.017,0.043,1.005,0.016,0.042
-0.012,0.039,1.004,0.012,0.039
-0.009,0.035,1.003,0.009,0.035
-0.006,0.030,1.003,0.006,0.030
-0.004,0.022,1.002,0.004,0.022
-0.004,0.015,1.001,0.004,0.015
-0.003,0.012,1.002,0.003,0.012
-0.002,0.014,1.001,0.002,0.014
-0.002,0.017,1.002,0.002,0.017
-0.000,0.022,1.003,0.000,0.022
0.001,0.024,1.004,-0.001,0.024
0.002,0.029,1.004,-0.002,0.029
0.003,0.034,1.002,-0.003,0.034
0.005,0.039,1.004,-0.005,0.039
0.006,0.044,1.004,-0.006,0.044
0.007,0.049,1.003,-0.007,0.048
0.005,0.048,1.003,-0.005,0.047
0.004,0.045,1.004,-0.004,0.045
0.005,0.044,1.003,-0.005,0.044
0.003,0.038,1.002,-0.003,0.037
0.002,0.032,1.002,-0.002,0.032
-0.002,0.025,1.001,0.002,0.025
-0.003,0.020,1.001,0.003,0.020
-0.002,0.020,1.001,0.002,0.020
0.001,0.020,1.002,-0.001,0.020
0.002,0.021,1.002,-0.002,0.021
0.004,0.022,1.003,-0.004,0.021
0.004,0.019,1.003,-0.004,0.019
0.004,0.015,1.004,-0.004,0.015
0.003,0.013,1.005,-0.003,0.013
0.003,0.010,1.005,-0.003,0.010
0.001,0.007,1.005,-0.001,0.007
0.001,0.002,1.005,-0.001,0.002
0.000,0.001,1.004,-0.000,0.001
0.000,-0.001,1.004,-0.000,-0.001
-0.001,-0.000,1.007,0.001,-0.000
-0.003,0.001,1.009,0.003,0.001
-0.006,0.002,1.007,0.006,0.002
-0.009,0.004,1.008,0.009,0.004
-0.011,0.008,1.006,0.011,0.007
-0.014,0.012,1.006,0.014,0.012
-0.016,0.011,1.005,0.016,0.011
-0.020,0.012,1.005,0.020,0.012
-0.022,0.015,1.005,0.021,0.015
-0.023,0.018,1.002,0.023,0.018
-0.025,0.021,1.004,0.025,0.021
-0.026,0.026,1.005,0.026,0.026
-0.025,0.033,1.006,0.025,0.033
-0.027,0.034,1.007,0.027,0.034
-0.028,0.032,1.007,0.028,0.031
-0.029,0.030,1.007,0.029,0.029
-0.027,0.028,1.006,0.027,0.028
-0.025,0.028,1.005,0.025,0.028
-0.024,0.028,1.006,0.024,0.028
-0.023,0.029,1.007,0.023,0.029
-0.021,0.031,1.006,0.021,0.031
-0.019,0.033,1.007,0.019,0.033
-0.019,0.036,1.007,0.019,0.035
-0.018,0.040,1.008,0.018,0.039
-0.018,0.038,1.007,0.018,0.037
-0.017,0.035,1.008,0.017,0.035
-0.014,0.033,1.008,0.014,0.033
-0.013,0.032,1.007,0.013,0.032
-0.011,0.035,1.006,0.011,0.034
-0.007,0.039,1.008,0.007,0.039
-0.003,0.043,1.008,0.003,0.042
-0.001,0.042,1.007,0.001,0.042
-0.002,0.042,1.005,0.002,0.041
-0.002,0.040,1.006,0.001,0.040
-0.003,0.040,1.005,0.003,0.040
-0.005,0.041,1.005,0.005,0.040
-0.007,0.043,1.005,0.007,0.043
-0.004,0.046,1.005,0.004,0.045
-0.003,0.049,1.004,0.003,0.048
-0.006,0.051,1.004,0.006,0.051
-0.007,0.054,1.003,0.007,0.054
-0.008,0.056,1.005,0.008,0.055
-0.008,0.057,1.004,0.008,0.057
-0.004,0.055,1.004,0.004,0.055
-0.002,0.052,1.005,0.001,0.052
-0.003,0.049,1.007,0.003,0.049
-0.006,0.048,1.007,0.006,0.048
-0.009,0.050,1.006,0.009,0.050
-0.008,0.052,1.005,0.008,0.051
-0.008,0.053,1.004,0.008,0.053
-0.004,0.054,1.003,0.004,0.054
-0.001,0.053,1.005,0.001,0.053
0.001,0.053,1.004,-0.001,0.053
0.001,0.052,1.005,-0.001,0.051
-0.000,0.050,1.004,0.000,0.050
0.000,0.048,1.004,-0.000,0.048
0.003,0.046,1.003,-0.003,0.046
0.003,0.045,1.002,-0.003,0.045
-0.002,0.043,1.003,0.002,0.043
-0.003,0.043,1.002,0.003,0.042
-0.000,0.044,1.002,0.000,0.044
0.004,0.046,1.004,-0.004,0.046
0.005,0.047,1.004,-0.005,0.047
0.007,0.050,1.003,-0.007,0.050
0.009,0.049,1.003,-0.009,0.049
0.012,0.047,1.004,-0.011,0.047
0.012,0.046,1.005,-0.012,0.046
0.014,0.044,1.005,-0.014,0.044
0.016,0.044,1.006,-0.016,0.043
0.018,0.044,1.006,-0.018,0.044
0.017,0.047,1.006,-0.017,0.046
0.016,0.052,1.005,-0.016,0.052
0.018,0.058,1.006,-0.017,0.057
0.019,0.062,1.007,-0.018,0.061
0.019,0.064,1.008,-0.019,0.063
0.021,0.062,1.006,-0.021,0.062
0.022,0.064,1.005,-0.022,0.063
0.021,0.063,1.004,-0.021,0.063
0.019,0.059,1.004,-0.019,0.059
0.015,0.056,1.004,-0.015,0.056
0.011,0.050,1.004,-0.011,0.050
0.006,0.044,1.005,-0.006,0.044
0.002,0.036,1.004,-0.002,0.036
-0.002,0.030,1.006,0.002,0.030
-0.004,0.024,1.004,0.004,0.024
-0.005,0.019,1.004,0.005,0.019
-0.007,0.014,1.004,0.007,0.014
-0.008,0.010,1.004,0.008,0.010
-0.008,0.009,1.005,0.008,0.009
-0.006,0.010,1.005,0.006,0.010
-0.005,0.013,1.006,0.005,0.013
-0.003,0.016,1.007,0.003,0.016
-0.002,0.019,1.006,0.002,0.019
-0.000,0.021,1.005,0.000,0.021
0.001,0.023,1.006,-0.001,0.023
0.002,0.025,1.005,-0.002,0.025
0.003,0.026,1.006,-0.003,0.026
0.004,0.027,1.006,-0.004,0.027
0.005,0.028,1.006,-0.005,0.028
0.004,0.028,1.005,-0.004,0.028
0.002,0.026,1.005,-0.002,0.026
0.000,0.026,1.005,-0.000,0.026
-0.001,0.027,1.005,0.001,0.027
-0.001,0.026,1.004,0.001,0.026
-0.001,0.024,1.005,0.001,0.024
-0.001,0.023,1.005,0.001,0.023
-0.002,0.022,1.005,0.002,0.022
-0.002,0.021,1.005,0.002,0.021
-0.002,0.022,1.006,0.002,0.022
-0.000,0.024,1.004,0.000,0.024
0.002,0.026,1.005,-0.002,0.026
0.003,0.028,1.005,-0.003,0.028
0.003,0.027,1.006,-0.003,0.027
0.005,0.024,1.005,-0.005,0.024
0.006,0.021,1.003,-0.006,0.021
0.007,0.021,1.002,-0.007,0.021
0.007,0.022,1.002,-0.007,0.022
0.007,0.023,1.003,-0.007,0.023
0.006,0.025,1.003,-0.006,0.025
0.003,0.026,1.002,-0.003,0.026
-0.000,0.029,1.003,0.000,0.029
-0.003,0.031,1.003,0.003,0.031
-0.003,0.034,1.005,0.003,0.033
-0.004,0.035,1.004,0.004,0.035
-0.006,0.035,1.003,0.006,0.035
-0.008,0.035,1.003,0.008,0.035
-0.012,0.036,1.004,0.012,0.036
-0.014,0.037,1.006,0.014,0.037
-0.014,0.038,1.004,0.014,0.038
-0.014,0.038,1.005,0.014,0.038
-0.016,0.038,1.002,0.016,0.038
-0.016,0.038,1.004,0.016,0.038
-0.015,0.037,1.003,0.014,0.037
-0.013,0.036,1.004,0.013,0.036
-0.012,0.036,1.003,0.012,0.036
-0.010,0.037,1.004,0.010,0.037
-0.008,0.038,1.005,0.008,0.038
-0.005,0.038,1.005,0.005,0.038
-0.004,0.036,1.005,0.004,0.036
-0.002,0.034,1.004,0.002,0.034
0.001,0.032,1.005,-0.001,0.032
0.004,0.031,1.004,-0.004,0.031
0.007,0.031,1.005,-0.006,0.031
0.007,0.034,1.004,-0.007,0.034
0.004,0.040,1.005,-0.004,0.040
0.000,0.046,1.004,-0.000,0.046
-0.005,0.051,1.004,0.005,0.051
-0.007,0.054,1.005,0.007,0.053
-0.009,0.056,1.004,0.009,0.056
-0.010,0.057,1.004,0.010,0.057
-0.011,0.057,1.004,0.011,0.057
-0.009,0.058,1.004,0.009,0.058
-0.009,0.062,1.003,0.009,0.061
-0.009,0.064,1.004,0.009,0.063
-0.009,0.066,1.003,0.009,0.066
-0.011,0.066,1.004,0.011,0.065
-0.013,0.065,1.003,0.013,0.065
-0.013,0.061,1.003,0.013,0.061
-0.014,0.058,1.003,0.014,0.058
-0.014,0.055,1.003,0.014,0.055
-0.014,0.049,1.004,0.014,0.049
-0.014,0.044,1.003,0.014,0.044
-0.013,0.042,1.002,0.013,0.042
-0.015,0.036,1.002,0.015,0.036
-0.015,0.031,1.002,0.015,0.031
-0.015,0.028,1.002,0.014,0.028
-0.013,0.026,1.004,0.013,0.026
-0.013,0.027,1.005,0.012,0.027
-0.012,0.028,1.006,0.012,0.028
-0.012,0.028,1.007,0.012,0.027
-0.014,0.026,1.006,0.013,0.026
-0.013,0.024,1.005,0.013,0.024
-0.013,0.024,1.004,0.013,0.024
-0.014,0.027,1.004,0.014,0.027
-0.014,0.194,0.836,0.017,0.228
-0.013,0.332,0.696,0.019,0.445
-0.012,0.447,0.581,0.021,0.655
-0.012,0.543,0.487,0.024,0.839
-0.011,0.621,0.410,0.027,0.987
-0.010,0.686,0.346,0.030,1.104
-0.009,0.740,0.294,0.029,1.192
-0.008,0.784,0.252,0.031,1.260
-0.008,0.820,0.219,0.039,1.310
-0.007,0.851,0.193,0.036,1.348
-0.006,0.877,0.170,0.034,1.380
-0.006,0.897,0.150,0.041,1.404
-0.006,0.915,0.132,0.049,1.427
-0.007,0.930,0.117,0.063,1.446
-0.007,0.942,0.104,0.065,1.460
-0.009,0.952,0.092,0.097,1.474
-0.006,0.960,0.083,0.073,1.484
-0.008,0.965,0.070,0.120,1.498
-0.010,0.970,0.061,0.157,1.507
-0.015,0.974,0.057,0.251,1.510
-0.017,0.979,0.056,0.292,1.511
-0.013,0.986,0.054,0.228,1.514
-0.006,0.993,0.053,0.122,1.518
-0.001,0.998,0.052,0.025,1.518
0.002,1.000,0.051,-0.031,1.519
0.003,1.001,0.052,-0.051,1.519
0.003,1.002,0.052,-0.055,1.519
0.004,1.001,0.054,-0.069,1.517
0.004,1.001,0.056,-0.067,1.515
0.004,1.001,0.058,-0.077,1.513
0.005,1.003,0.058,-0.086,1.513
0.006,1.006,0.058,-0.094,1.513
0.006,1.007,0.059,-0.100,1.512
0.006,1.008,0.060,-0.103,1.511
0.007,1.007,0.059,-0.121,1.512
0.009,1.006,0.057,-0.161,1.513
0.010,1.005,0.057,-0.181,1.514
0.015,1.006,0.055,-0.271,1.514
0.017,1.011,0.052,-0.325,1.517
0.016,1.017,0.047,-0.324,1.522
0.012,1.022,0.039,-0.293,1.531
0.007,1.025,0.032,-0.215,1.539
0.002,1.026,0.029,-0.085,1.543
-0.003,1.025,0.030,0.088,1.541
-0.006,1.021,0.035,0.179,1.536
-0.011,1.017,0.040,0.273,1.530
-0.015,1.012,0.047,0.305,1.523
-0.016,1.006,0.053,0.298,1.516
-0.017,1.002,0.056,0.303,1.513
-0.020,0.999,0.058,0.342,1.510
-0.026,0.996,0.059,0.410,1.506
-0.031,0.994,0.060,0.483,1.503
-0.037,0.992,0.063,0.536,1.497
-0.043,0.991,0.066,0.577,1.491
-0.050,0.989,0.068,0.630,1.486
-0.055,0.985,0.071,0.664,1.480
-0.060,0.980,0.073,0.690,1.475
-0.063,0.974,0.073,0.713,1.472
-0.064,0.970,0.073,0.716,1.471
-0.062,0.970,0.071,0.717,1.474
-0.059,0.972,0.066,0.730,1.479
-0.057,0.975,0.059,0.771,1.487
-0.055,0.981,0.052,0.822,1.494
-0.054,0.987,0.043,0.894,1.501
-0.053,0.996,0.035,0.991,1.508
-0.053,1.003,0.027,1.096,1.511
-0.053,1.009,0.021,1.187,1.514
-0.052,1.013,0.014,1.305,1.517
-0.053,1.014,0.008,1.414,1.518
-0.054,1.013,0.004,1.503,1.518
-0.055,1.009,0.001,1.552,1.517
-0.056,1.006,0.003,1.520,1.515
-0.058,1.003,0.005,1.485,1.512
-0.060,1.001,0.009,1.425,1.510
-0.061,0.998,0.012,1.375,1.509
-0.060,0.998,0.014,1.343,1.509
-0.058,0.998,0.016,1.308,1.511
-0.057,0.998,0.014,1.325,1.512
-0.055,0.999,0.013,1.336,1.514
-0.054,1.001,0.014,1.326,1.515
-0.055,1.002,0.016,1.289,1.514
-0.057,1.003,0.020,1.235,1.511
-0.059,1.002,0.025,1.174,1.507
-0.059,0.999,0.028,1.124,1.505
-0.058,0.997,0.032,1.062,1.504
-0.056,0.997,0.036,0.998,1.504
-0.054,0.998,0.039,0.945,1.504
-0.054,1.000,0.041,0.924,1.504
-0.053,1.000,0.042,0.907,1.503
-0.053,1.000,0.041,0.916,1.504
-0.052,0.999,0.039,0.932,1.505
-0.052,0.999,0.036,0.957,1.508
-0.051,0.996,0.033,0.988,1.510
-0.048,0.995,0.030,1.017,1.514
-0.047,0.996,0.028,1.030,1.516
-0.046,0.996,0.028,1.026,1.517
-0.045,0.995,0.029,1.001,1.517
-0.045,0.991,0.031,0.970,1.516
-0.046,0.987,0.036,0.912,1.512
-0.045,0.982,0.041,0.838,1.509
-0.044,0.977,0.045,0.768,1.507
-0.041,0.974,0.049,0.696,1.505
-0.037,0.974,0.050,0.641,1.507
-0.032,0.978,0.047,0.597,1.512
-0.027,0.983,0.045,0.550,1.518
-0.024,0.987,0.042,0.515,1.522
-0.021,0.991,0.042,0.470,1.524
-0.019,0.994,0.043,0.417,1.524
-0.016,0.995,0.045,0.345,1.522
-0.015,0.994,0.048,0.302,1.521
-0.014,0.993,0.051,0.262,1.518
-0.014,0.991,0.053,0.259,1.516
-0.016,0.988,0.054,0.282,1.514
-0.018,0.985,0.053,0.323,1.515
-0.019,0.983,0.050,0.371,1.517
-0.019,0.983,0.044,0.403,1.522
-0.017,0.988,0.036,0.441,1.531
-0.014,0.997,0.025,0.500,1.542
-0.014,1.005,0.016,0.690,1.550
-0.015,1.012,0.009,1.043,1.553
-0.019,1.017,0.004,1.359,1.552
-0.023,1.019,0.001,1.514,1.548
-0.028,1.018,0.001,1.533,1.543
-0.034,1.014,0.002,1.524,1.538
-0.039,1.009,0.003,1.486,1.532
-0.044,1.002,0.007,1.418,1.527
-0.048,0.996,0.010,1.361,1.521
-0.054,0.990,0.015,1.308,1.514
-0.059,0.985,0.017,1.283,1.508
-0.063,0.982,0.020,1.256,1.504
-0.064,0.981,0.022,1.242,1.503
-0.061,0.985,0.021,1.237,1.505
-0.058,0.990,0.020,1.242,1.509
-0.053,0.996,0.019,1.227,1.514
-0.049,1.002,0.017,1.233,1.519
-0.046,1.005,0.014,1.275,1.523
-0.045,1.009,0.012,1.303,1.525
-0.045,1.008,0.012,1.303,1.525
-0.046,1.006,0.012,1.314,1.523
-0.051,1.005,0.013,1.327,1.518
-0.056,1.000,0.013,1.338,1.513
-0.060,0.994,0.014,1.348,1.509
-0.065,0.989,0.011,1.399,1.504
-0.069,0.987,0.008,1.455,1.501
-0.069,0.988,0.005,1.504,1.501
-0.068,0.992,0.000,1.564,1.502
-0.067,0.995,-0.002,1.605,1.503
-0.065,1.001,-0.006,1.662,1.506
-0.063,1.004,-0.008,1.702,1.508
-0.060,1.007,-0.010,1.729,1.511
-0.058,1.007,-0.009,1.730,1.513
-0.055,1.004,-0.006,1.673,1.516
-0.051,1.003,-0.003,1.623,1.520
-0.048,1.001,0.001,1.546,1.523
-0.044,1.000,0.004,1.473,1.526
-0.039,1.000,0.006,1.429,1.531
-0.035,1.001,0.007,1.381,1.536
-0.030,1.004,0.008,1.304,1.540
-0.025,1.006,0.009,1.206,1.544
-0.020,1.009,0.013,1.008,1.548
-0.016,1.010,0.017,0.766,1.547
-0.014,1.009,0.024,0.533,1.543
-0.016,1.006,0.033,0.450,1.535
-0.019,1.001,0.040,0.434,1.527
-0.023,0.994,0.044,0.484,1.520
